X,Dayday,Class
A5276,100,UCSD102
A5277,100,UCSD102
A5278,100,UCSD102
A5279,100,UCSD102
A5280,100,UCSD102
A5281,100,UCSD102
A5282,100,UCSD102
A5283,100,UCSD102
A5284,100,UCSD102
A5285,100,UCSD102
A5286,100,UCSD102
A5287,100,UCSD102
A5288,100,UCSD102
A5289,100,UCSD102
A5290,100,UCSD102
A5291,100,UCSD102
A5292,100,UCSD102
A5293,100,UCSD102
A5294,100,UCSD102
A5295,100,UCSD102
A5296,100,UCSD102
A5297,100,UCSD102
A5298,100,UCSD102
A5299,100,UCSD102
A5300,100,UCSD102
A5301,100,UCSD102
A5302,100,UCSD102
A5303,100,UCSD102
A5304,100,UCSD102
A5305,100,UCSD102
A5306,100,UCSD102
A5307,100,UCSD102
A5308,100,UCSD102
A5309,100,UCSD102
A5310,100,UCSD102
A5311,100,UCSD102
A5312,100,UCSD102
A5313,100,UCSD102
A5314,100,UCSD102
A5315,100,UCSD102
A5316,100,UCSD102
A5317,100,UCSD102
A5318,100,UCSD102
A5319,100,UCSD102
A5320,100,UCSD102
A5321,100,UCSD102
A5322,100,UCSD102
A5323,100,UCSD102
A5324,100,UCSD102
A5325,100,UCSD102
A5326,100,UCSD102
A5327,100,UCSD102
A5328,100,UCSD102
A5329,100,UCSD102
A5330,100,UCSD102
A5331,100,UCSD102
A5332,100,UCSD102
A5333,100,UCSD102
A5334,100,UCSD102
A5335,100,UCSD102
A5336,100,UCSD102
A5337,100,UCSD102
A5338,100,UCSD102
A5339,100,UCSD102
A5340,100,UCSD102
A5341,100,UCSD102
A5342,100,UCSD102
A5343,100,UCSD102
A5344,100,UCSD102
A5345,100,UCSD102
A5346,100,UCSD102
A5347,100,UCSD102
A5348,100,UCSD102
A5349,100,UCSD102
A5350,100,UCSD102
A5351,100,UCSD102
A5352,100,UCSD102
A5353,100,UCSD102
A5354,100,UCSD102
A5355,100,UCSD102
A5356,100,UCSD102
A5357,100,UCSD102
A5358,100,UCSD102
A5359,100,UCSD102
A5360,100,UCSD102
A5361,100,UCSD102
A5362,100,UCSD102
A5363,100,UCSD102
A5364,100,UCSD102
A5365,100,UCSD102
A5366,100,UCSD102
A5367,100,UCSD102
A5368,100,UCSD102
A5369,100,UCSD102
A5370,100,UCSD102
A5371,100,UCSD102
A5372,100,UCSD102
A5373,100,UCSD102
A5374,100,UCSD102
A5375,100,UCSD102
A5376,100,UCSD102
A5377,100,UCSD102
A5378,100,UCSD102
A5379,100,UCSD102
A5380,100,UCSD102
A5381,100,UCSD102
A5382,100,UCSD102
A5383,100,UCSD102
A5384,100,UCSD102
A5385,100,UCSD102
A5386,100,UCSD102
A5387,100,UCSD102
A5388,100,UCSD102
A5389,100,UCSD102
A5390,100,UCSD102
A5391,100,UCSD102
A5392,100,UCSD102
A5393,100,UCSD102
A5394,100,UCSD102
A5395,100,UCSD102
A5396,100,UCSD102
A5397,100,UCSD102
A5398,100,UCSD102
A5399,100,UCSD102
A5400,100,UCSD102
A5401,100,UCSD102
A5402,100,UCSD102
A5403,100,UCSD102
A5404,100,UCSD102
A5405,100,UCSD102
A5406,100,UCSD102
A5407,100,UCSD102
A5408,100,UCSD102
A5409,100,UCSD102
A5410,100,UCSD102
A5411,100,UCSD102
A5412,100,UCSD102
A5413,100,UCSD102
A5414,100,UCSD102
A5415,100,UCSD102
A5416,100,UCSD102
A5417,100,UCSD102
A5418,100,UCSD102
A5419,100,UCSD102
A5420,100,UCSD102
A5421,100,UCSD102
A5422,100,UCSD102
A5423,100,UCSD102
A5424,100,UCSD102
A5425,100,UCSD102
A5426,100,UCSD102
A5427,100,UCSD102
A5428,100,UCSD102
A5429,100,UCSD102
A5430,100,UCSD102
A5431,100,UCSD102
A5432,100,UCSD102
A5433,100,UCSD102
A5434,100,UCSD102
A5435,100,UCSD102
A5436,100,UCSD102
A5437,100,UCSD102
A5438,100,UCSD102
A5439,100,UCSD102
A5440,100,UCSD102
A5441,100,UCSD102
A5442,100,UCSD102
A5443,100,UCSD102
A5444,100,UCSD102
A5445,100,UCSD102
A5446,100,UCSD102
A5447,100,UCSD102
A5448,100,UCSD102
A5449,100,UCSD102
A5450,100,UCSD102
A5451,100,UCSD102
A5452,100,UCSD102
A5453,100,UCSD102
A5454,100,UCSD102
A5455,100,UCSD102
A5456,100,UCSD102
A5457,100,UCSD102
A5458,100,UCSD102
A5459,100,UCSD102
A5460,100,UCSD102
A5461,100,UCSD102
A5462,100,UCSD102
A5463,100,UCSD102
A5464,100,UCSD102
A5465,100,UCSD102
A5466,100,UCSD102
A5467,100,UCSD102
A5468,100,UCSD102
A5469,100,UCSD102
A5470,100,UCSD102
A5471,100,UCSD102
A5472,100,UCSD102
A5473,100,UCSD102
A5474,100,UCSD102
A5475,100,UCSD102
A5476,100,UCSD102
A5477,100,UCSD102
A5478,100,UCSD102
A5479,100,UCSD102
A5480,100,UCSD102
A5481,100,UCSD102
A5482,100,UCSD102
A5483,100,UCSD102
A5484,100,UCSD102
A5485,100,UCSD102
A5486,100,UCSD102
A5487,100,UCSD102
A5488,100,UCSD102
A5489,100,UCSD102
A5490,100,UCSD102
A5491,100,UCSD102
A5492,100,UCSD102
A5493,100,UCSD102
A5494,100,UCSD102
A5495,100,UCSD102
A5496,100,UCSD102
A5497,100,UCSD102
A5498,100,UCSD102
A5499,100,UCSD102
A5500,100,UCSD102
A5501,100,UCSD102
A5502,100,UCSD102
A5503,100,UCSD102
A5504,100,UCSD102
A5505,100,UCSD102
A5506,100,UCSD102
A5507,100,UCSD102
A5508,100,UCSD102
A5509,100,UCSD102
A5510,100,UCSD102
A5511,100,UCSD102
A5512,100,UCSD102
A5513,100,UCSD102
A5514,100,UCSD102
A5515,100,UCSD102
A5516,100,UCSD102
A5517,100,UCSD102
A5518,100,UCSD102
A5519,100,UCSD102
A5520,100,UCSD102
A5521,100,UCSD102
A5522,100,UCSD102
A5523,100,UCSD102
A5524,100,UCSD102
A5525,100,UCSD102
A5526,100,UCSD102
A5527,100,UCSD102
A5528,100,UCSD102
A5529,100,UCSD102
A5530,100,UCSD102
A5531,100,UCSD102
A5532,100,UCSD102
A5533,100,UCSD102
A5534,100,UCSD102
A5535,100,UCSD102
A5536,100,UCSD102
A5537,100,UCSD102
A5538,100,UCSD102
A5539,100,UCSD102
A5540,100,UCSD102
A5541,100,UCSD102
A5542,100,UCSD102
A5543,100,UCSD102
A5544,100,UCSD102
A5545,100,UCSD102
A5546,100,UCSD102
A5547,100,UCSD102
A5548,100,UCSD102
A5549,100,UCSD102
A5550,100,UCSD102
A5551,100,UCSD102
A5552,100,UCSD102
A5553,100,UCSD102
A5554,100,UCSD102
A5555,100,UCSD102
A5556,100,UCSD102
A5557,100,UCSD102
A5558,100,UCSD102
A5559,100,UCSD102
A5560,100,UCSD102
A5561,100,UCSD102
A5562,100,UCSD102
A5563,100,UCSD102
A5564,100,UCSD102
A5565,100,UCSD102
A5566,100,UCSD102
A5567,100,UCSD102
A5568,100,UCSD102
A5569,100,UCSD102
A5570,100,UCSD102
A5571,100,UCSD102
A5572,100,UCSD102
A5573,100,UCSD102
A5574,100,UCSD102
A5575,100,UCSD102
A5576,100,UCSD102
A5577,100,UCSD102
A5578,100,UCSD102
A5579,100,UCSD102
A5580,100,UCSD102
A5581,100,UCSD102
A5582,100,UCSD102
A5583,100,UCSD102
A5584,100,UCSD102
A5585,100,UCSD102
A5586,100,UCSD102
A5587,100,UCSD102
A5588,100,UCSD102
A5589,100,UCSD102
A5590,100,UCSD102
A5591,100,UCSD102
A5592,100,UCSD102
A5593,100,UCSD102
A5594,100,UCSD102
A5595,100,UCSD102
A5596,100,UCSD102
A5597,100,UCSD102
A5598,100,UCSD102
A5599,100,UCSD102
A5600,100,UCSD102
A5601,100,UCSD102
A5602,100,UCSD102
A5603,100,UCSD102
A5604,100,UCSD102
A5605,100,UCSD102
A5606,100,UCSD102
A5607,100,UCSD102
A5608,100,UCSD102
A5609,100,UCSD102
A5610,100,UCSD102
A5611,100,UCSD102
A5612,100,UCSD102
A5613,100,UCSD102
A5614,100,UCSD102
A5615,100,UCSD102
A5616,100,UCSD102
A5617,100,UCSD102
A5618,100,UCSD102
A5619,100,UCSD102
A5620,100,UCSD102
A5621,100,UCSD102
A5622,100,UCSD102
A5623,100,UCSD102
A5624,100,UCSD102
A5625,100,UCSD102
A5626,100,UCSD102
A5627,100,UCSD102
A5628,100,UCSD102
A5629,100,UCSD102
A5630,100,UCSD102
A5631,100,UCSD102
A5632,100,UCSD102
A5633,100,UCSD102
A5634,100,UCSD102
A5635,100,UCSD102
A5636,100,UCSD102
A5637,100,UCSD102
A5638,100,UCSD102
A5639,100,UCSD102
A5640,100,UCSD102
A5641,100,UCSD102
A5642,100,UCSD102
A5643,120,UCSD102
A5644,120,UCSD102
A5645,120,UCSD102
A5646,120,UCSD102
A5647,120,UCSD102
A5648,120,UCSD102
A5649,120,UCSD102
A5650,120,UCSD102
A5651,120,UCSD102
A5652,120,UCSD102
A5653,120,UCSD102
A5654,120,UCSD102
A5655,120,UCSD102
A5656,120,UCSD102
A5657,120,UCSD102
A5658,120,UCSD102
A5659,120,UCSD102
A5660,120,UCSD102
A5661,120,UCSD102
A5662,120,UCSD102
A5663,120,UCSD102
A5664,120,UCSD102
A5665,120,UCSD102
A5666,120,UCSD102
A5667,120,UCSD102
A5668,120,UCSD102
A5669,120,UCSD102
A5670,120,UCSD102
A5671,120,UCSD102
A5672,120,UCSD102
A5673,120,UCSD102
A5674,120,UCSD102
A5675,120,UCSD102
A5676,120,UCSD102
A5677,120,UCSD102
A5678,120,UCSD102
A5679,120,UCSD102
A5680,120,UCSD102
A5681,120,UCSD102
A5682,120,UCSD102
A5683,120,UCSD102
A5684,120,UCSD102
A5685,120,UCSD102
A5686,120,UCSD102
A5687,120,UCSD102
A5688,120,UCSD102
A5689,120,UCSD102
A5690,120,UCSD102
A5691,120,UCSD102
A5692,120,UCSD102
A5693,120,UCSD102
A5694,120,UCSD102
A5695,120,UCSD102
A5696,120,UCSD102
A5697,120,UCSD102
A5698,120,UCSD102
A5699,120,UCSD102
A5700,120,UCSD102
A5701,120,UCSD102
A5702,120,UCSD102
A5703,120,UCSD102
A5704,120,UCSD102
A5705,120,UCSD102
A5706,120,UCSD102
A5707,120,UCSD102
A5708,120,UCSD102
A5709,120,UCSD102
A5710,120,UCSD102
A5711,120,UCSD102
A5712,120,UCSD102
A5713,120,UCSD102
A5714,120,UCSD102
A5715,120,UCSD102
A5716,120,UCSD102
A5717,120,UCSD102
A5718,120,UCSD102
A5719,120,UCSD102
A5720,120,UCSD102
A5721,120,UCSD102
A5722,120,UCSD102
A5723,120,UCSD102
A5724,120,UCSD102
A5725,120,UCSD102
A5726,120,UCSD102
A5727,120,UCSD102
A5728,120,UCSD102
A5729,120,UCSD102
A5730,120,UCSD102
A5731,120,UCSD102
A5732,120,UCSD102
A5733,120,UCSD102
A5734,120,UCSD102
A5735,120,UCSD102
A5736,120,UCSD102
A5737,120,UCSD102
A5738,120,UCSD102
A5739,120,UCSD102
A5740,120,UCSD102
A5741,120,UCSD102
A5742,120,UCSD102
A5743,120,UCSD102
A5744,120,UCSD102
A5745,120,UCSD102
A5746,120,UCSD102
A5747,120,UCSD102
A5748,120,UCSD102
A5749,120,UCSD102
A5750,120,UCSD102
A5751,120,UCSD102
A5752,120,UCSD102
A5753,120,UCSD102
A5754,120,UCSD102
A5755,120,UCSD102
A5756,120,UCSD102
A5757,120,UCSD102
A5758,120,UCSD102
A5759,120,UCSD102
A5760,120,UCSD102
A5761,120,UCSD102
A5762,120,UCSD102
A5763,120,UCSD102
A5764,120,UCSD102
A5765,120,UCSD102
A5766,120,UCSD102
A5767,120,UCSD102
A5768,120,UCSD102
A5769,120,UCSD102
A5770,120,UCSD102
A5771,120,UCSD102
A5772,120,UCSD102
A5773,120,UCSD102
A5774,120,UCSD102
A5775,120,UCSD102
A5776,120,UCSD102
A5777,120,UCSD102
A5778,120,UCSD102
A5779,120,UCSD102
A5780,120,UCSD102
A5781,120,UCSD102
A5782,120,UCSD102
A5783,120,UCSD102
A5784,120,UCSD102
A5785,120,UCSD102
A5786,120,UCSD102
A5787,120,UCSD102
A5788,120,UCSD102
A5789,120,UCSD102
A5790,120,UCSD102
A5791,120,UCSD102
A5792,120,UCSD102
A5793,120,UCSD102
A5794,120,UCSD102
A5795,120,UCSD102
A5796,120,UCSD102
A5797,120,UCSD102
A5798,120,UCSD102
A5799,120,UCSD102
A5800,120,UCSD102
A5801,120,UCSD102
A5802,120,UCSD102
A5803,120,UCSD102
A5804,120,UCSD102
A5805,120,UCSD102
A5806,120,UCSD102
A5807,120,UCSD102
A5808,120,UCSD102
A5809,120,UCSD102
A5810,120,UCSD102
A5811,120,UCSD102
A5812,120,UCSD102
A5813,120,UCSD102
A5814,120,UCSD102
A5815,120,UCSD102
A5816,120,UCSD102
A5817,120,UCSD102
A5818,120,UCSD102
A5819,120,UCSD102
A5820,120,UCSD102
A5821,120,UCSD102
A5822,120,UCSD102
A5823,120,UCSD102
A5824,120,UCSD102
A5825,120,UCSD102
A5826,120,UCSD102
A5827,120,UCSD102
A5828,120,UCSD102
A5829,120,UCSD102
A5830,120,UCSD102
A5831,120,UCSD102
A5832,120,UCSD102
A5833,120,UCSD102
A5834,120,UCSD102
A5835,120,UCSD102
A5836,120,UCSD102
A5837,120,UCSD102
A5838,120,UCSD102
A5839,120,UCSD102
A5840,120,UCSD102
A5841,120,UCSD102
A5842,120,UCSD102
A5843,120,UCSD102
A5844,120,UCSD102
A5845,120,UCSD102
A5846,120,UCSD102
A5847,120,UCSD102
A5848,120,UCSD102
A5849,120,UCSD102
A5850,120,UCSD102
A5851,120,UCSD102
A5852,120,UCSD102
A5853,120,UCSD102
A5854,120,UCSD102
A5855,120,UCSD102
A5856,120,UCSD102
A5857,120,UCSD102
A5858,120,UCSD102
A5859,120,UCSD102
A5860,120,UCSD102
A5861,120,UCSD102
A5862,120,UCSD102
A5863,120,UCSD102
A5864,120,UCSD102
A5865,120,UCSD102
A5866,120,UCSD102
A5867,120,UCSD102
A5868,120,UCSD102
A5869,120,UCSD102
A5870,120,UCSD102
A5871,120,UCSD102
A5872,120,UCSD102
A5873,120,UCSD102
A5874,120,UCSD102
A5875,120,UCSD102
A5876,120,UCSD102
A5877,120,UCSD102
A5878,120,UCSD102
A5879,120,UCSD102
A5880,120,UCSD102
A5881,120,UCSD102
A5882,120,UCSD102
A5883,120,UCSD102
A5884,120,UCSD102
A5885,120,UCSD102
A5886,120,UCSD102
A5887,120,UCSD102
A5888,120,UCSD102
A5889,120,UCSD102
A5890,120,UCSD102
A5891,120,UCSD102
A5892,120,UCSD102
A5893,120,UCSD102
A5894,120,UCSD102
A5895,120,UCSD102
A5896,120,UCSD102
A5897,120,UCSD102
A5898,120,UCSD102
A5899,120,UCSD102
A5900,120,UCSD102
A5901,120,UCSD102
A5902,120,UCSD102
A5903,120,UCSD102
A5904,120,UCSD102
A5905,120,UCSD102
A5906,120,UCSD102
A5907,120,UCSD102
A5908,120,UCSD102
A5909,120,UCSD102
A5910,120,UCSD102
A5911,120,UCSD102
A5912,120,UCSD102
A5913,120,UCSD102
A5914,120,UCSD102
A5915,120,UCSD102
A5916,120,UCSD102
A5917,120,UCSD102
A5918,120,UCSD102
A5919,120,UCSD102
A5920,120,UCSD102
A5921,120,UCSD102
A5922,120,UCSD102
A5923,120,UCSD102
A5924,120,UCSD102
A5925,120,UCSD102
A5926,120,UCSD102
A5927,120,UCSD102
A5928,120,UCSD102
A5929,120,UCSD102
A5930,120,UCSD102
A5931,120,UCSD102
A5932,120,UCSD102
A5933,120,UCSD102
A5934,120,UCSD102
A5935,120,UCSD102
A5936,120,UCSD102
A5937,120,UCSD102
A5938,120,UCSD102
A5939,120,UCSD102
A5940,120,UCSD102
A5941,120,UCSD102
A5942,120,UCSD102
A5943,120,UCSD102
A5944,120,UCSD102
A5945,120,UCSD102
A5946,120,UCSD102
A5947,120,UCSD102
A5948,120,UCSD102
A5949,120,UCSD102
A5950,120,UCSD102
A5951,120,UCSD102
A5952,120,UCSD102
A5953,120,UCSD102
A5954,120,UCSD102
A5955,120,UCSD102
A5956,120,UCSD102
A5957,120,UCSD102
A5958,120,UCSD102
A5959,120,UCSD102
A5960,120,UCSD102
A5961,120,UCSD102
A5962,120,UCSD102
A5963,120,UCSD102
A5964,120,UCSD102
A5965,120,UCSD102
A5966,120,UCSD102
A5967,120,UCSD102
A5968,120,UCSD102
A5969,120,UCSD102
A5970,120,UCSD102
A5971,120,UCSD102
A5972,120,UCSD102
A5973,120,UCSD102
A5974,120,UCSD102
A5975,120,UCSD102
A5976,120,UCSD102
A5977,120,UCSD102
A5978,120,UCSD102
A5979,120,UCSD102
A5980,120,UCSD102
A5981,120,UCSD102
A5982,120,UCSD102
A5983,120,UCSD102
A5984,120,UCSD102
A5985,120,UCSD102
A5986,120,UCSD102
A5987,120,UCSD102
A5988,120,UCSD102
A5989,120,UCSD102
A5990,120,UCSD102
A5991,120,UCSD102
A5992,120,UCSD102
A5993,120,UCSD102
A5994,120,UCSD102
A5995,120,UCSD102
A5996,120,UCSD102
A5997,120,UCSD102
A5998,120,UCSD102
A5999,120,UCSD102
A6000,120,UCSD102
A6001,120,UCSD102
A6002,120,UCSD102
A6003,120,UCSD102
A6004,120,UCSD102
A6005,120,UCSD102
A6006,120,UCSD102
A6007,120,UCSD102
A6008,120,UCSD102
A6009,120,UCSD102
A6010,120,UCSD102
A6011,120,UCSD102
A6012,120,UCSD102
A6013,120,UCSD102
A6014,120,UCSD102
A6015,120,UCSD102
A6016,120,UCSD102
A6017,120,UCSD102
A6018,120,UCSD102
A6019,120,UCSD102
A6020,120,UCSD102
A6021,120,UCSD102
A6022,120,UCSD102
A6023,120,UCSD102
A6024,120,UCSD102
A6025,120,UCSD102
A6026,120,UCSD102
A6027,120,UCSD102
A6028,120,UCSD102
A6029,120,UCSD102
A6030,120,UCSD102
A6031,120,UCSD102
A6032,120,UCSD102
A6033,120,UCSD102
A6034,120,UCSD102
A6035,120,UCSD102
A6036,120,UCSD102
A6037,120,UCSD102
A6038,120,UCSD102
A6039,120,UCSD102
A6040,120,UCSD102
A6041,120,UCSD102
A6042,120,UCSD102
A6043,120,UCSD102
A6044,120,UCSD102
A6045,120,UCSD102
A6046,120,UCSD102
A6047,120,UCSD102
A6048,120,UCSD102
A6049,120,UCSD102
A6050,120,UCSD102
A6051,120,UCSD102
A6052,120,UCSD102
A6053,120,UCSD102
A6054,120,UCSD102
A6055,120,UCSD102
A6056,120,UCSD102
A6057,120,UCSD102
A6058,120,UCSD102
A6059,120,UCSD102
A6060,120,UCSD102
A6061,120,UCSD102
A6062,120,UCSD102
A6063,120,UCSD102
A6064,120,UCSD102
A6065,120,UCSD102
A6066,120,UCSD102
A6067,120,UCSD102
A6068,120,UCSD102
A6069,120,UCSD102
A6070,120,UCSD102
A6071,120,UCSD102
A6072,120,UCSD102
A6073,120,UCSD102
A6074,40,UCSD102
A6075,40,UCSD102
A6076,40,UCSD102
A6077,40,UCSD102
A6078,40,UCSD102
A6079,40,UCSD102
A6080,40,UCSD102
A6081,40,UCSD102
A6082,40,UCSD102
A6083,40,UCSD102
A6084,40,UCSD102
A6085,40,UCSD102
A6086,40,UCSD102
A6087,40,UCSD102
A6088,40,UCSD102
A6089,40,UCSD102
A6090,40,UCSD102
A6091,40,UCSD102
A6092,40,UCSD102
A6093,40,UCSD102
A6094,40,UCSD102
A6095,40,UCSD102
A6096,40,UCSD102
A6097,40,UCSD102
A6098,40,UCSD102
A6099,40,UCSD102
A6100,40,UCSD102
A6101,40,UCSD102
A6102,40,UCSD102
A6103,40,UCSD102
A6104,40,UCSD102
A6105,40,UCSD102
A6106,40,UCSD102
A6107,40,UCSD102
A6108,40,UCSD102
A6109,40,UCSD102
A6110,40,UCSD102
A6111,40,UCSD102
A6112,40,UCSD102
A6113,40,UCSD102
A6114,40,UCSD102
A6115,40,UCSD102
A6116,40,UCSD102
A6117,40,UCSD102
A6118,40,UCSD102
A6119,40,UCSD102
A6120,40,UCSD102
A6121,40,UCSD102
A6122,40,UCSD102
A6123,40,UCSD102
A6124,40,UCSD102
A6125,40,UCSD102
A6126,40,UCSD102
A6127,40,UCSD102
A6128,40,UCSD102
A6129,40,UCSD102
A6130,40,UCSD102
A6131,40,UCSD102
A6132,40,UCSD102
A6133,40,UCSD102
A6134,40,UCSD102
A6135,40,UCSD102
A6136,40,UCSD102
A6137,40,UCSD102
A6138,40,UCSD102
A6139,40,UCSD102
A6140,40,UCSD102
A6141,40,UCSD102
A6142,40,UCSD102
A6143,40,UCSD102
A6144,40,UCSD102
A6145,40,UCSD102
A6146,40,UCSD102
A6147,40,UCSD102
A6148,40,UCSD102
A6149,40,UCSD102
A6150,40,UCSD102
A6151,40,UCSD102
A6152,40,UCSD102
A6153,40,UCSD102
A6154,40,UCSD102
A6155,40,UCSD102
A6156,40,UCSD102
A6157,40,UCSD102
A6158,40,UCSD102
A6159,40,UCSD102
A6160,40,UCSD102
A6161,40,UCSD102
A6162,40,UCSD102
A6163,40,UCSD102
A6164,40,UCSD102
A6165,40,UCSD102
A6166,40,UCSD102
A6167,40,UCSD102
A6168,40,UCSD102
A6169,40,UCSD102
A6170,40,UCSD102
A6171,40,UCSD102
A6172,40,UCSD102
A6173,40,UCSD102
A6174,40,UCSD102
A6175,40,UCSD102
A6176,40,UCSD102
A6177,40,UCSD102
A6178,40,UCSD102
A6179,40,UCSD102
A6180,40,UCSD102
A6181,40,UCSD102
A6182,40,UCSD102
A6183,40,UCSD102
A6184,40,UCSD102
A6185,40,UCSD102
A6186,40,UCSD102
A6187,40,UCSD102
A6188,40,UCSD102
A6189,40,UCSD102
A6190,40,UCSD102
A6191,40,UCSD102
A6192,40,UCSD102
A6193,40,UCSD102
A6194,40,UCSD102
A6195,40,UCSD102
A6196,40,UCSD102
A6197,40,UCSD102
A6198,40,UCSD102
A6199,40,UCSD102
A6200,40,UCSD102
A6201,40,UCSD102
A6202,40,UCSD102
A6203,40,UCSD102
A6204,40,UCSD102
A6205,40,UCSD102
A6206,40,UCSD102
A6207,40,UCSD102
A6208,40,UCSD102
A6209,40,UCSD102
A6210,40,UCSD102
A6211,40,UCSD102
A6212,40,UCSD102
A6213,40,UCSD102
A6214,40,UCSD102
A6215,40,UCSD102
A6216,40,UCSD102
A6217,40,UCSD102
A6218,40,UCSD102
A6219,40,UCSD102
A6220,40,UCSD102
A6221,40,UCSD102
A6222,40,UCSD102
A6223,40,UCSD102
A6224,40,UCSD102
A6225,40,UCSD102
A6226,40,UCSD102
A6227,40,UCSD102
A6228,40,UCSD102
A6229,40,UCSD102
A6230,40,UCSD102
A6231,40,UCSD102
A6232,40,UCSD102
A6233,40,UCSD102
A6234,40,UCSD102
A6235,40,UCSD102
A6236,40,UCSD102
A6237,40,UCSD102
A6238,40,UCSD102
A6239,40,UCSD102
A6240,40,UCSD102
A6241,40,UCSD102
A6242,40,UCSD102
A6243,40,UCSD102
A6244,40,UCSD102
A6245,40,UCSD102
A6246,40,UCSD102
A6247,40,UCSD102
A6248,40,UCSD102
A6249,40,UCSD102
A6250,40,UCSD102
A6251,40,UCSD102
A6252,40,UCSD102
A6253,40,UCSD102
A6254,40,UCSD102
A6255,40,UCSD102
A6256,40,UCSD102
A6257,40,UCSD102
A6258,40,UCSD102
A6259,40,UCSD102
A6260,40,UCSD102
A6261,40,UCSD102
A6262,40,UCSD102
A6263,40,UCSD102
A6264,40,UCSD102
A6265,40,UCSD102
A6266,40,UCSD102
A6267,40,UCSD102
A6268,40,UCSD102
A6269,40,UCSD102
A6270,40,UCSD102
A6271,40,UCSD102
A6272,40,UCSD102
A6273,40,UCSD102
A6274,40,UCSD102
A6275,40,UCSD102
A6276,40,UCSD102
A6277,40,UCSD102
A6278,40,UCSD102
A6279,40,UCSD102
A6280,40,UCSD102
A6281,40,UCSD102
A6282,40,UCSD102
A6283,40,UCSD102
A6284,40,UCSD102
A6285,40,UCSD102
A6286,40,UCSD102
A6287,40,UCSD102
A6288,40,UCSD102
A6289,40,UCSD102
A6290,40,UCSD102
A6291,40,UCSD102
A6292,40,UCSD102
A6293,40,UCSD102
A6294,40,UCSD102
A6295,40,UCSD102
A6296,40,UCSD102
A6297,40,UCSD102
A6298,40,UCSD102
A6299,40,UCSD102
A6300,40,UCSD102
A6301,40,UCSD102
A6302,40,UCSD102
A6303,40,UCSD102
A6304,40,UCSD102
A6305,40,UCSD102
A6306,40,UCSD102
A6307,40,UCSD102
A6308,40,UCSD102
A6309,40,UCSD102
A6310,40,UCSD102
A6311,40,UCSD102
A6312,40,UCSD102
A6313,40,UCSD102
A6314,40,UCSD102
A6315,40,UCSD102
A6316,40,UCSD102
A6317,40,UCSD102
A6318,40,UCSD102
A6319,40,UCSD102
A6320,40,UCSD102
A6321,40,UCSD102
A6322,40,UCSD102
A6323,40,UCSD102
A6324,40,UCSD102
A6325,40,UCSD102
A6326,40,UCSD102
A6327,40,UCSD102
A6328,40,UCSD102
A6329,40,UCSD102
A6330,40,UCSD102
A6331,40,UCSD102
A6332,40,UCSD102
A6333,40,UCSD102
A6334,40,UCSD102
A6335,40,UCSD102
A6336,40,UCSD102
A6337,40,UCSD102
A6338,40,UCSD102
A6339,40,UCSD102
A6340,40,UCSD102
A6341,40,UCSD102
A6342,40,UCSD102
A6343,40,UCSD102
A6344,40,UCSD102
A6345,50,UCSD102
A6346,50,UCSD102
A6347,50,UCSD102
A6348,50,UCSD102
A6349,50,UCSD102
A6350,50,UCSD102
A6351,50,UCSD102
A6352,50,UCSD102
A6353,50,UCSD102
A6354,50,UCSD102
A6355,50,UCSD102
A6356,50,UCSD102
A6357,50,UCSD102
A6358,50,UCSD102
A6359,50,UCSD102
A6360,50,UCSD102
A6361,50,UCSD102
A6362,50,UCSD102
A6363,50,UCSD102
A6364,50,UCSD102
A6365,50,UCSD102
A6366,50,UCSD102
A6367,50,UCSD102
A6368,50,UCSD102
A6369,50,UCSD102
A6370,50,UCSD102
A6371,50,UCSD102
A6372,50,UCSD102
A6373,50,UCSD102
A6374,50,UCSD102
A6375,50,UCSD102
A6376,50,UCSD102
A6377,50,UCSD102
A6378,50,UCSD102
A6379,50,UCSD102
A6380,50,UCSD102
A6381,50,UCSD102
A6382,50,UCSD102
A6383,50,UCSD102
A6384,50,UCSD102
A6385,50,UCSD102
A6386,50,UCSD102
A6387,50,UCSD102
A6388,50,UCSD102
A6389,50,UCSD102
A6390,50,UCSD102
A6391,50,UCSD102
A6392,50,UCSD102
A6393,50,UCSD102
A6394,50,UCSD102
A6395,50,UCSD102
A6396,50,UCSD102
A6397,50,UCSD102
A6398,50,UCSD102
A6399,50,UCSD102
A6400,50,UCSD102
A6401,50,UCSD102
A6402,50,UCSD102
A6403,50,UCSD102
A6404,50,UCSD102
A6405,50,UCSD102
A6406,50,UCSD102
A6407,50,UCSD102
A6408,50,UCSD102
A6409,50,UCSD102
A6410,50,UCSD102
A6411,50,UCSD102
A6412,50,UCSD102
A6413,50,UCSD102
A6414,50,UCSD102
A6415,50,UCSD102
A6416,50,UCSD102
A6417,50,UCSD102
A6418,50,UCSD102
A6419,50,UCSD102
A6420,50,UCSD102
A6421,50,UCSD102
A6422,50,UCSD102
A6423,50,UCSD102
A6424,50,UCSD102
A6425,50,UCSD102
A6426,50,UCSD102
A6427,50,UCSD102
A6428,50,UCSD102
A6429,50,UCSD102
A6430,50,UCSD102
A6431,50,UCSD102
A6432,50,UCSD102
A6433,50,UCSD102
A6434,50,UCSD102
A6435,50,UCSD102
A6436,50,UCSD102
A6437,50,UCSD102
A6438,50,UCSD102
A6439,50,UCSD102
A6440,50,UCSD102
